idx_to	idx_fr	rel
47	1	0.5172
47	4	0.0294
47	10	0.1162
47	12	0.0439
47	16	0.0356
47	17	0.0091
47	20	0.0123
47	23	0.0340
47	24	0.2512
47	31	0.0057
47	32	0.2491
47	35	0.0074
47	43	0.0076
47	60	0.0206
47	66	0.0210
47	67	0.0871
47	85	0.0147
47	89	0.0144
47	93	0.0153
47	94	0.0123
47	104	0.0294
47	105	0.0783
47	112	0.0294
48	1	0.0069
48	6	0.0288
48	22	0.0255
48	30	0.7266
48	33	0.4157
48	57	0.0119
48	106	0.0173
48	114	0.0135
48	115	0.3231
48	116	0.3316
48	122	0.2990
49	0	0.2353
49	4	0.0369
49	6	0.0126
49	8	0.0503
49	10	0.0186
49	12	0.1022
49	17	0.0301
49	22	0.0857
49	30	0.0690
49	37	0.0755
49	39	0.0251
49	53	0.0057
49	55	0.0111
49	79	0.0130
49	88	0.0090
50	1	0.4132
50	4	0.0111
50	6	0.0056
50	12	0.0098
50	14	0.0636
50	16	0.0263
50	17	0.2054
50	22	0.0344
50	23	0.0252
50	24	0.0194
50	32	0.0210
50	33	0.0309
50	38	0.0095
50	39	0.2092
50	42	0.0155
50	55	0.0930
50	58	0.0217
50	60	0.0056
50	61	0.0068
50	66	0.0059
50	74	0.1460
50	75	0.0065
50	76	0.1399
50	96	0.0428
50	105	0.1233
50	109	0.0497
50	110	0.0081
50	121	0.2092
51	1	0.4984
51	6	0.1413
51	10	0.0856
51	12	0.0092
51	17	0.0127
51	20	0.0095
51	22	0.0090
51	24	0.2892
51	32	0.2929
51	35	0.0063
51	41	0.0106
51	44	0.0075
51	57	0.0090
51	60	0.0216
51	66	0.0231
51	70	0.0101
51	72	0.0120
51	84	0.0149
51	85	0.0113
51	89	0.0191
51	90	0.0056
51	93	0.0116
51	94	0.0183
51	97	0.0216
51	101	0.0072
51	111	0.0597
52	0	0.0152
52	1	0.0072
52	17	0.0523
52	33	0.0273
52	37	0.0851
52	44	0.0094
52	50	0.0150
52	55	0.0467
52	58	0.0154
52	69	0.0084
53	1	0.0299
53	4	0.0531
53	6	0.1026
53	10	0.0343
53	12	0.1895
53	14	0.0192
53	16	0.0126
53	17	0.0927
53	22	0.0167
53	23	0.0081
53	30	0.0123
53	37	0.0687
53	39	0.1895
53	44	0.0069
53	59	0.0563
53	68	0.0055
53	75	0.0444
53	79	0.0669
53	82	0.0086
53	90	0.0053
53	97	0.0073
53	110	0.0858
54	0	0.0100
54	1	0.0273
54	4	0.0382
54	6	0.0161
54	16	0.0065
54	17	0.0068
54	22	0.0180
54	24	0.0065
54	32	0.0074
54	33	0.0308
54	39	0.1003
54	57	0.0180
54	75	0.0273
54	119	0.0189
55	0	0.1403
55	1	0.2143
55	4	0.0125
55	6	0.0246
55	12	0.0306
55	14	0.0922
55	22	0.1160
55	24	0.0113
55	32	0.0122
55	33	0.0372
55	37	0.0609
55	38	0.0080
55	39	0.0572
55	42	0.0374
55	46	0.0270
55	50	0.0954
55	52	0.0126
55	61	0.0127
55	65	0.0112
55	67	0.0080
55	68	0.0161
55	74	0.0437
55	75	0.0078
55	76	0.0512
55	84	0.0060
55	91	0.0114
55	96	0.0147
55	105	0.1059
55	109	0.0210
55	110	0.0098
55	121	0.0572
56	0	0.0790
56	1	0.3571
56	10	0.1162
56	12	0.0109
56	20	0.0123
56	24	0.2005
56	32	0.1942
56	35	0.0054
56	44	0.0119
56	60	0.0194
56	66	0.0198
56	67	0.0655
56	70	0.0117
56	85	0.0130
56	89	0.0060
56	93	0.0134
57	0	0.0130
57	1	0.0262
57	4	0.0147
57	6	0.0124
57	10	0.0622
57	12	0.2027
57	14	0.2485
57	17	0.0529
57	24	0.0103
57	30	0.0311
57	32	0.0098
57	33	0.1441
57	38	0.0228
57	39	0.0971
57	54	0.0706
57	59	0.0121
57	64	0.0418
57	75	0.0147
57	82	0.0265
57	83	0.0621
57	86	0.0121
57	92	0.0357
57	98	0.0233
57	103	0.0146
57	110	0.0208
57	119	0.1041
57	121	0.0473
58	0	0.1134
58	1	0.1808
58	4	0.0106
58	6	0.0237
58	12	0.0281
58	14	0.0738
58	22	0.1105
58	24	0.0107
58	32	0.0115
58	33	0.0320
58	37	0.0609
58	38	0.0059
58	42	0.0340
58	46	0.0250
58	50	0.0705
58	52	0.0118
58	61	0.0115
58	65	0.0092
58	67	0.0066
58	68	0.0154
58	74	0.0365
58	76	0.0435
58	90	0.0097
58	91	0.0114
58	92	0.0066
58	96	0.0134
58	99	0.0055
58	105	0.0841
58	109	0.0193
59	0	0.0285
59	4	0.0434
59	8	0.0233
59	10	0.0627
59	17	0.0384
59	22	0.0809
59	25	0.0054
59	27	0.0054
59	30	0.0599
59	33	0.0505
59	37	0.0248
59	39	0.2462
59	53	0.0073
59	57	0.0486
59	64	0.0383
59	75	0.0364
59	79	0.0158
59	82	0.0598
59	92	0.0107
59	98	0.0161
59	114	0.0338
59	119	0.0350
59	121	0.1756
60	0	0.1768
60	6	0.1469
60	8	0.0130
60	12	0.0299
60	14	0.0296
60	17	0.0296
60	22	0.0543
60	25	0.0051
60	30	0.0051
60	37	0.0383
60	39	0.0129
60	41	0.0081
60	43	0.0648
60	46	0.0077
60	47	0.0259
60	50	0.0112
60	51	0.0155
60	55	0.0097
60	56	0.0169
60	57	0.0131
60	62	0.0065
60	63	0.0551
60	64	0.0053
60	67	0.0663
60	68	0.0057
60	70	0.0100
60	71	0.0371
60	85	0.0294
60	89	0.0151
60	91	0.0118
60	93	0.0292
60	114	0.0177
61	0	0.0297
61	1	0.0545
61	17	0.0612
61	46	0.0060
61	50	0.0198
61	55	0.0612
61	58	0.0109
61	74	0.0112
61	76	0.0155
61	105	0.0234
62	0	0.0079
62	1	0.0235
62	4	0.0382
62	6	0.0161
62	16	0.0062
62	17	0.0068
62	24	0.0064
62	32	0.0073
62	33	0.0060
62	39	0.1003
62	60	0.0058
62	66	0.0067
62	75	0.0273
63	0	0.0802
63	1	0.7494
63	4	0.0115
63	12	0.0111
63	14	0.0179
63	16	0.0066
63	17	0.0581
63	20	0.0231
63	23	0.0056
63	24	0.4476
63	32	0.4386
63	33	0.0156
63	42	0.0159
63	43	0.0244
63	46	0.0331
63	55	0.0421
63	60	0.0117
63	65	0.0331
63	66	0.0114
63	71	0.0188
63	75	0.0115
63	85	0.4082
63	93	0.4102
63	105	0.1820
63	110	0.0111
64	0	0.0204
64	1	0.0121
64	4	0.0141
64	10	0.0489
64	12	0.0767
64	14	0.0277
64	22	0.1685
64	30	0.1211
64	33	0.2990
64	37	0.0053
64	39	0.3391
64	57	0.0901
64	59	0.0278
64	75	0.0126
64	77	0.0098
64	82	0.1044
64	86	0.0199
64	98	0.1683
64	110	0.0184
64	119	0.1187
64	121	0.3391
64	122	0.0185
65	1	0.6681
65	6	0.0723
65	17	0.0758
65	24	0.0108
65	32	0.0113
65	55	0.0629
65	58	0.0075
65	63	0.0721
65	68	0.0354
65	70	0.0315
65	71	0.0053
65	72	0.0083
65	74	0.4174
65	76	0.4140
65	84	0.0139
65	85	0.0063
65	90	0.0931
65	93	0.0066
65	96	0.0248
65	109	0.0277
66	0	0.1633
66	6	0.1182
66	8	0.0108
66	12	0.0238
66	14	0.0233
66	17	0.0270
66	22	0.0414
66	37	0.0324
66	39	0.0109
66	43	0.0564
66	46	0.0072
66	47	0.0219
66	50	0.0097
66	51	0.0140
66	55	0.0081
66	56	0.0147
66	57	0.0102
66	62	0.0063
66	63	0.0450
66	67	0.0624
66	68	0.0052
66	70	0.0084
66	71	0.0298
66	85	0.0261
66	89	0.0129
66	91	0.0093
66	93	0.0262
66	114	0.0130
67	1	0.1871
67	6	0.0645
67	16	0.0345
67	17	0.1561
67	23	0.0335
67	24	0.0440
67	32	0.0474
67	33	0.0292
67	37	0.0703
67	41	0.0052
67	47	0.0300
67	55	0.0217
67	56	0.0065
67	60	0.0068
67	66	0.0077
67	88	0.0256
67	89	0.0255
67	91	0.0303
67	94	0.0262
67	95	0.0256
68	1	0.3080
68	16	0.0213
68	17	0.1311
68	23	0.0212
68	24	0.0160
68	27	0.0102
68	32	0.0175
68	33	0.0150
68	55	0.0305
68	58	0.0121
68	65	0.0342
68	66	0.0050
68	72	0.0379
68	74	0.1392
68	76	0.1320
68	84	0.0286
68	88	0.0175
68	89	0.0104
68	90	0.0465
68	94	0.0111
68	95	0.0176
68	96	0.0398
68	97	0.0915
68	109	0.0457
69	22	0.0132
69	30	0.1693
69	33	0.1764
70	0	0.0687
70	1	0.7346
70	4	0.0115
70	12	0.0111
70	14	0.0179
70	16	0.0062
70	17	0.0581
70	20	0.0231
70	23	0.0052
70	24	0.4320
70	32	0.4222
70	33	0.0156
70	42	0.0159
70	43	0.0162
70	51	0.0057
70	55	0.0421
70	56	0.0081
70	60	0.0080
70	65	0.0292
70	66	0.0079
70	71	0.0105
70	75	0.0115
70	85	0.3937
70	89	0.0307
70	93	0.3953
70	94	0.0110
70	99	0.0053
70	105	0.1820
70	110	0.0111
71	1	0.0960
71	4	0.0575
71	6	0.3082
71	12	0.0643
71	16	0.0067
71	20	0.0225
71	23	0.0067
71	24	0.0431
71	32	0.0424
71	37	0.0618
71	39	0.1724
71	41	0.0166
71	60	0.0282
71	63	0.0872
71	66	0.0266
71	70	0.0100
71	72	0.0063
71	84	0.0113
71	85	0.0093
71	88	0.0064
71	93	0.0096
71	95	0.0064
71	97	0.0086
71	111	0.2224
72	1	0.1529
72	4	0.0050
72	16	0.0307
72	17	0.1486
72	24	0.0302
72	32	0.0316
72	33	0.0317
72	51	0.0063
72	65	0.0070
72	68	0.0332
72	71	0.0060
72	74	0.0214
72	76	0.0199
72	84	0.0753
72	88	0.0296
72	89	0.0156
72	90	0.0591
72	94	0.0159
72	95	0.0297
72	96	0.0202
72	97	0.0380
72	109	0.0188
73	0	0.0254
73	1	0.0112
73	12	0.0959
73	22	0.0404
73	30	0.0406
73	46	0.0195
73	80	0.0913
73	82	0.0073
73	114	0.0403
74	0	0.2474
74	4	0.0081
74	12	0.0426
74	17	0.0556
74	22	0.0196
74	25	0.0408
74	39	0.2318
74	46	0.1042
74	50	0.0732
74	55	0.0451
74	57	0.0054
74	58	0.0070
74	65	0.0583
74	68	0.0360
74	72	0.0095
74	90	0.0251
74	121	0.2318
75	0	0.0121
75	1	0.0079
75	6	0.0522
75	12	0.2449
75	17	0.0286
75	20	0.0403
75	22	0.0445
75	30	0.0096
75	33	0.0445
75	39	0.0400
75	54	0.0066
75	55	0.0098
75	57	0.0235
75	59	0.0134
75	62	0.0066
75	64	0.0117
75	82	0.0096
75	86	0.0134
75	98	0.0086
75	99	0.0067
75	110	0.1832
75	119	0.0259
75	121	0.0400
76	0	0.2070
76	17	0.0597
76	22	0.0160
76	25	0.0080
76	39	0.2240
76	46	0.0907
76	50	0.0719
76	55	0.0492
76	58	0.0079
76	65	0.0599
76	68	0.0332
76	72	0.0070
76	90	0.0227
76	121	0.2240
77	0	0.0062
77	17	0.0311
77	30	0.0063
77	37	0.0779
77	64	0.0311
78	37	0.5711
78	124	0.5711
79	1	0.0185
79	12	0.0530
79	16	0.0113
79	17	0.0233
79	23	0.0068
79	33	0.1686
79	37	0.1379
79	53	0.0278
79	59	0.0530
80	4	0.0447
80	22	0.1778
80	30	0.0077
80	33	0.0547
80	73	0.0447
80	82	0.0077
80	98	0.0139
80	114	0.1777
80	119	0.0411
81	0	0.0107
81	25	0.0106
81	27	0.0106
82	4	0.0072
82	12	0.0813
82	14	0.0165
82	17	0.0776
82	22	0.0456
82	33	0.3171
82	39	0.3771
82	57	0.0129
82	59	0.0603
82	64	0.0518
82	80	0.0118
82	86	0.0085
82	98	0.2310
82	108	0.0069
82	110	0.0063
82	114	0.0211
82	119	0.0904
82	121	0.3513
83	10	0.0308
83	17	0.0078
83	22	0.0839
83	30	0.2911
83	57	0.0837
84	1	0.0975
84	16	0.0189
84	17	0.1434
84	24	0.0195
84	32	0.0206
84	55	0.0214
84	65	0.0067
84	68	0.0144
84	71	0.0062
84	72	0.0433
84	88	0.0181
84	89	0.0086
84	90	0.0165
84	94	0.0088
84	95	0.0182
84	96	0.0107
84	97	0.0332
84	109	0.0137
85	0	0.0162
85	6	0.3055
85	14	0.0393
85	17	0.0122
85	20	0.0107
85	42	0.0382
85	43	0.0077
85	47	0.0103
85	55	0.0095
85	60	0.0111
85	63	0.2771
85	66	0.0117
85	70	0.1874
85	89	0.0186
85	91	0.0105
85	94	0.0121
86	4	0.0434
86	10	0.0627
86	17	0.0332
86	22	0.0808
86	30	0.0400
86	33	0.0505
86	39	0.2462
86	57	0.0486
86	64	0.0331
86	75	0.0364
86	82	0.0399
86	92	0.0090
86	98	0.0161
86	108	0.0126
86	114	0.0338
86	119	0.0350
86	121	0.1756
87	1	0.0771
87	16	0.0239
87	17	0.0945
87	23	0.0196
87	24	0.0175
87	32	0.0185
88	0	0.2048
88	6	0.0406
88	8	0.0481
88	17	0.0984
88	33	0.0223
88	43	0.0719
88	46	0.0154
88	67	0.0583
88	68	0.0075
88	72	0.0144
88	84	0.0152
88	91	0.0193
88	95	0.1379
88	97	0.0173
89	0	0.1604
89	6	0.1181
89	8	0.0270
89	17	0.0355
89	22	0.0135
89	43	0.0382
89	47	0.0285
89	60	0.0053
89	66	0.0053
89	67	0.0731
89	70	0.0134
89	72	0.0075
89	84	0.0071
89	85	0.0171
89	91	0.0421
89	93	0.0164
89	94	0.1277
89	97	0.0145
90	1	0.0829
90	17	0.0231
90	65	0.0375
90	68	0.0194
90	72	0.0281
90	74	0.0327
90	76	0.0356
90	84	0.0137
90	96	0.0229
90	97	0.0057
90	109	0.0255
91	0	0.0380
91	1	0.2754
91	4	0.0125
91	12	0.0165
91	16	0.0582
91	17	0.0146
91	23	0.0565
91	24	0.0230
91	32	0.0230
91	67	0.0380
91	88	0.0077
91	89	0.0171
91	94	0.0168
91	95	0.0078
91	104	0.0125
91	105	0.1456
91	112	0.0125
92	0	0.0177
92	1	0.0101
92	4	0.0092
92	10	0.0489
92	12	0.0433
92	14	0.0275
92	22	0.1668
92	30	0.0231
92	33	0.0574
92	57	0.0883
92	59	0.0124
92	75	0.0077
92	86	0.0085
92	98	0.0065
92	99	0.0150
92	110	0.0086
92	122	0.0185
93	0	0.0155
93	6	0.2855
93	14	0.0379
93	17	0.0120
93	20	0.0103
93	42	0.0368
93	43	0.0072
93	47	0.0099
93	55	0.0094
93	60	0.0100
93	63	0.2572
93	66	0.0106
93	70	0.1708
93	89	0.0162
93	91	0.0101
93	94	0.0118
94	0	0.1558
94	6	0.1105
94	8	0.0244
94	17	0.0356
94	22	0.0140
94	43	0.0376
94	47	0.0266
94	67	0.0713
94	72	0.0073
94	84	0.0070
94	85	0.0106
94	89	0.1226
94	91	0.0398
94	93	0.0115
94	97	0.0143
95	0	0.1954
95	6	0.0388
95	8	0.0450
95	17	0.0944
95	33	0.0209
95	43	0.0694
95	46	0.0147
95	67	0.0549
95	68	0.0071
95	72	0.0137
95	84	0.0146
95	88	0.1308
95	91	0.0184
95	97	0.0166
96	0	0.1819
96	17	0.0289
96	22	0.0054
96	25	0.0368
96	46	0.0574
96	50	0.0499
96	55	0.0181
96	57	0.0054
96	65	0.0095
96	68	0.0158
96	72	0.0092
96	84	0.0084
96	90	0.0218
96	109	0.1441
97	1	0.0734
97	16	0.0199
97	17	0.0945
97	23	0.0196
97	24	0.0175
97	32	0.0185
97	51	0.0050
97	68	0.0361
97	72	0.0171
97	84	0.0259
97	88	0.0160
97	89	0.0136
97	90	0.0054
97	94	0.0140
97	95	0.0162
98	12	0.0304
98	17	0.1657
98	22	0.0060
98	30	0.3347
98	39	0.0081
98	57	0.0060
98	64	0.1640
98	80	0.0162
98	82	0.3346
98	108	0.0285
98	110	0.0082
98	121	0.0081
99	0	0.0082
99	1	0.0079
99	4	0.0085
99	12	0.0604
99	14	0.0439
99	17	0.0252
99	30	0.0117
99	33	0.0563
99	39	0.0450
99	75	0.0085
99	83	0.0177
99	92	0.0137
99	101	0.0067
99	110	0.0092
100	14	0.0147
100	38	0.0105
101	1	0.0115
101	6	0.0059
101	12	0.0434
101	14	0.0880
101	17	0.0083
101	24	0.0054
101	30	0.0159
101	33	0.0908
101	38	0.0148
101	39	0.0252
101	54	0.0356
101	64	0.0083
101	82	0.0159
101	98	0.0159
101	99	0.0065
101	119	0.0761
101	121	0.0252
102	30	0.5923
102	33	0.1089
102	115	0.2955
103	10	0.0308
103	17	0.0078
103	22	0.0567
103	30	0.2911
103	57	0.0566
104	0	0.0111
104	1	0.0577
104	6	0.0760
104	10	0.0963
104	12	0.0580
104	14	0.0123
104	16	0.0095
104	17	0.0326
104	20	0.0310
104	22	0.0133
104	23	0.0092
104	37	0.1266
104	38	0.0123
104	39	0.0396
104	47	0.0533
104	91	0.0201
105	0	0.0677
105	6	0.1573
105	14	0.0294
105	17	0.1086
105	42	0.0250
105	47	0.0467
105	50	0.0563
105	55	0.0982
105	58	0.0060
105	63	0.0191
105	70	0.0191
105	91	0.0691
106	14	0.0202
106	30	0.0194
106	48	0.0120
107	30	0.2500
107	33	0.0070
107	115	0.1013
107	122	0.1647
108	12	0.0163
108	30	0.0675
108	33	0.1450
108	39	0.1266
108	82	0.0675
108	86	0.0089
108	98	0.0788
108	119	0.0717
108	121	0.1266
109	0	0.1364
109	17	0.0298
109	46	0.0405
109	50	0.0494
109	55	0.0190
109	65	0.0083
109	68	0.0143
109	72	0.0067
109	84	0.0085
109	90	0.0192
109	96	0.1135
110	0	0.0054
110	4	0.0466
110	6	0.0175
110	17	0.0192
110	20	0.0280
110	22	0.0314
110	30	0.0097
110	33	0.0350
110	39	0.0323
110	55	0.0061
110	57	0.0183
110	64	0.0098
110	75	0.0302
110	82	0.0097
110	98	0.0087
110	119	0.0216
110	121	0.0323
111	0	0.0119
111	1	0.0056
111	43	0.0119
111	71	0.0089
112	0	0.0083
112	1	0.0576
112	6	0.0760
112	12	0.0379
112	14	0.0123
112	16	0.0094
112	17	0.0326
112	20	0.0310
112	23	0.0092
112	37	0.1266
112	38	0.0123
112	47	0.0533
112	91	0.0201
113	30	0.1250
113	33	0.1453
113	116	0.1384
114	0	0.0211
114	1	0.0080
114	4	0.0090
114	8	0.0142
114	12	0.2550
114	14	0.0154
114	17	0.0202
114	30	0.0389
114	37	0.1691
114	73	0.0073
114	80	0.1193
114	82	0.0065
114	122	0.0326
115	14	0.1472
115	33	0.0392
115	48	0.0886
115	102	0.0624
115	107	0.0641
116	14	0.0504
116	30	0.0594
116	48	0.0494
116	122	0.0169
117	37	0.5711
117	124	0.5711
118	6	0.0072
118	14	0.0575
118	38	0.0061
118	41	0.0072
118	44	0.0072
119	0	0.0126
119	4	0.0077
119	10	0.0082
119	12	0.0492
119	17	0.0648
119	22	0.0586
119	30	0.0846
119	39	0.1875
119	54	0.0067
119	57	0.0175
119	64	0.0450
119	75	0.0077
119	80	0.0292
119	82	0.0846
119	101	0.0057
119	108	0.0079
119	110	0.0110
119	121	0.1875
120	14	0.0284
121	0	0.0109
121	1	0.0569
121	4	0.0669
121	12	0.0189
121	17	0.2417
121	22	0.0117
121	30	0.1811
121	33	0.1579
121	50	0.0097
121	55	0.0098
121	59	0.0074
121	64	0.2131
121	74	0.0298
121	75	0.0069
121	76	0.0276
121	82	0.1809
121	86	0.0074
121	108	0.0070
121	110	0.0110
121	119	0.1558
122	6	0.0053
122	14	0.1094
122	22	0.0122
122	33	0.0679
122	48	0.0473
122	107	0.0621
122	114	0.0122
122	116	0.0372
123	14	0.0129
123	33	0.0289
124	6	0.0263
124	78	0.0263
124	117	0.0263
